Doc_Index,Title,Dominant_Topic,Dominant_Prob,Topic_0_Prob,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob
1028,ASSESSING THE IMPACT OF THE UK'S RESEARCH EXCELLENCE FRAMEWORK ON THE RELATIONSHIP BETWEEN UNIVERSIT,0,0.5539,0.5539,0.0012,0.0012,0.4368,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1029,Co-Innovation Network Driven Entrepreneurship in High-Tech Technology-Evidences from China,5,0.6019,0.2773,0.0011,0.1129,0.0011,0.0011,0.6019,0.0011,0.0011,0.0011,0.0011
1030,Capacity Building for University-Industry Linkages in Developing Countries: The Case of the Thai Hig,0,0.8279,0.8279,0.0011,0.0011,0.0011,0.0011,0.1629,0.0011,0.0011,0.0011,0.0011
1031,Knowledge transfer activities of scientists in nanotechnology,0,0.5257,0.5257,0.0014,0.0014,0.0014,0.0014,0.4229,0.0014,0.0014,0.0419,0.0014
1032,Normalizing Complaint: Scientists and the Challenge of Commercialization,0,0.9871,0.9871,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
1033,Cross campus entrepreneurship: transforming the modern university,0,0.9894,0.9894,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1034,Knowledge sharing in family SMEs: the role of communities of practice,0,0.8728,0.8728,0.0012,0.0012,0.0012,0.0012,0.1178,0.0012,0.0012,0.0012,0.0012
1035,Scientific Knowledge Valorization in the Public R&D Sector: a Survey and a PLS-SEM Approach,0,0.8239,0.8239,0.0016,0.0016,0.0016,0.0016,0.1629,0.0016,0.0016,0.0016,0.0016
1036,The Role of Supporting Factors on Patenting Activities in Emerging Entrepreneurial Universities,0,0.5915,0.5915,0.0014,0.0014,0.0014,0.0014,0.3977,0.0014,0.0014,0.0014,0.0014
1037,Collectivity and Crisis in the Long Twentieth Century,0,0.988,0.988,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1038,A review of and future agenda for research on identity in entrepreneurship,0,0.9852,0.9852,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
1039,A typology of technology transfer ecosystems: how structure affects interactions at the science-mark,0,0.7367,0.7367,0.0013,0.0013,0.0013,0.0013,0.2527,0.0013,0.0013,0.0013,0.0013
1040,Mapping the helix model of innovation influence on education: A bibliometric review,0,0.9864,0.9864,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
1041,University-Industry joint undertakings with high societal impact: A micro-processes approach,0,0.9647,0.9647,0.0012,0.0012,0.0012,0.0012,0.0012,0.0256,0.0012,0.0012,0.0012
1042,How University's Activities Support the Development of Students' Entrepreneurial Abilities: Case of ,0,0.9886,0.9886,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1043,From the ivory tower to the startup garage: Organizational context and commercialization processes,0,0.8465,0.8465,0.0014,0.0014,0.0014,0.0014,0.1421,0.0014,0.0014,0.0014,0.0014
1044,University technology transfer offices: The search for identity to build legitimacy,0,0.6934,0.6934,0.0013,0.0013,0.0013,0.0013,0.2966,0.0013,0.0013,0.0013,0.0013
1045,Evolution of university-industry collaboration in Brazil from a technology upgrading perspective,0,0.5903,0.5903,0.0014,0.0014,0.0014,0.0014,0.3989,0.0014,0.0014,0.0014,0.0014
1046,Choosing between Formal and Informal Technology Transfer Channels: Determining Factors among Spanish,0,0.4968,0.4968,0.0018,0.0018,0.0018,0.0018,0.4889,0.0018,0.0018,0.0018,0.0018
1047,Environments for Joint University-Industry Laboratories (JUIL): Micro-level dimensions and research ,0,0.989,0.989,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1048,The impact of public funding on science valorisation: an analysis of the ERC Proof-of-Concept Progra,5,0.6426,0.3475,0.0012,0.0012,0.0012,0.0012,0.6426,0.0012,0.0012,0.0012,0.0012
1049,Agri-science to agri-business: the technology transfer dimension,0,0.6936,0.6936,0.0014,0.0014,0.0014,0.0014,0.2954,0.0014,0.0014,0.0014,0.0014
1050,An empirical investigation of entrepreneurship intensity in Iranian state universities,0,0.9152,0.9152,0.0017,0.0314,0.0417,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
1051,The Innovation Circle at Munster University,0,0.7465,0.7465,0.0005,0.0005,0.0005,0.0005,0.2497,0.0005,0.0005,0.0005,0.0005
1052,Nurture over nature: How do European universities support their collaboration with business?,0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1053,"Start-ups among university employees: the influence of legitimacy, human capital and social capital",0,0.4221,0.4221,0.001,0.001,0.1983,0.001,0.3729,0.001,0.001,0.001,0.001
1054,The Changing Interrelationship Between Scientific Knowledge and Economic Power,5,0.9905,0.0011,0.0011,0.0011,0.0011,0.0011,0.9905,0.0011,0.0011,0.0011,0.0011
1055,Engineering Entrepreneurship Teaching and Practice in the United States and Canada,0,0.9877,0.9877,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
1056,Analysis of Factors Influencing Technology Transfer: A Structural Equation Modeling Based Approach,0,0.6365,0.6365,0.0012,0.0012,0.0415,0.0012,0.3136,0.0012,0.0012,0.0012,0.0012
1057,The brokering role of technology transfer offices within entrepreneurial ecosystems: an investigatio,0,0.6905,0.6905,0.0011,0.0011,0.0011,0.0011,0.3005,0.0011,0.0011,0.0011,0.0011
1058,Social identity and the transition to entrepreneurship: The role of group identification with workpl,0,0.9916,0.9916,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1059,The mediating role of absorptive capacity on innovation among technology business incubators in the ,0,0.4963,0.4963,0.0012,0.0012,0.4943,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1060,HOW IDENTITY STRUCTURE INFLUENCES IDENTITY ADOPTION: THE CASE OF HYBRID ENTREPRENEURS,0,0.9421,0.9421,0.0011,0.0491,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1061,The impact of the National Science Foundation's Innovation Corps (I-Corps) on academic innovation an,0,0.9346,0.9346,0.001,0.0574,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1062,Complements or substitutes? The role of universities and local context in supporting the creation of,5,0.4916,0.2357,0.0012,0.0012,0.2645,0.0012,0.4916,0.0012,0.0012,0.0012,0.0012
1063,"Traditional, virtual, and digital intermediaries in university-industry collaboration: exploring ins",0,0.9645,0.9645,0.0011,0.0168,0.0011,0.0011,0.0011,0.0011,0.0011,0.0108,0.0011
1064,Navigating the role of the principal investigator: a comparison of four cases,0,0.9902,0.9902,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1065,Testing the causal relationship between academic patenting and scientific publishing in Germany: Cro,5,0.598,0.3919,0.0013,0.0013,0.0013,0.0013,0.598,0.0013,0.0013,0.0013,0.0013
1066,The real purpose of the program: a case study in James M. Buchanan's efforts at academic entrepreneu,0,0.9866,0.9866,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
1067,LEARNING A BAYESIAN STRUCTURE TO MODEL ATTITUDES TOWARDS BUSINESS CREATION AT UNIVERSITY,0,0.9587,0.9587,0.0013,0.0313,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1068,"Combining Deep and Digital Technologies as a Path Toward Twin Transition: The ""Future Farming"" Case ",0,0.9135,0.9135,0.0011,0.0011,0.0011,0.0011,0.0774,0.0011,0.0011,0.0011,0.0011
1069,Entrepreneurial effectiveness of European universities: An empirical assessment of antecedents and t,0,0.5208,0.5208,0.0011,0.0011,0.0011,0.0011,0.4702,0.0011,0.0011,0.0011,0.0011
1070,Mediating role of incentives and funding in academic spin-off creation: a PLS-SEM approach,3,0.5288,0.4612,0.0013,0.0013,0.5288,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1071,Developing a Conceptual Framework: Women STEM Faculty's Participation in Entrepreneurship Education ,0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1072,Developing the Entrepreneurial University: Factors of Influence,0,0.9176,0.9176,0.0011,0.0011,0.0739,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1073,A method to assess and support exploitation projects of university researchers,5,0.4962,0.4951,0.0011,0.0011,0.0011,0.0011,0.4962,0.0011,0.0011,0.0011,0.0011
1074,(Dis)Engaging with entrepreneurial training: perspectives and experiences of women STEM faculty,0,0.9914,0.9914,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1075,ENTREPRENEURSHIP AND HIGHER EDUCATION IN SOUTH AFRICA,0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1076,VIRTUAL WEB LAB FOR DEVELOPING ENTREPRENEURIAL SKILLS,0,0.9921,0.9921,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1077,Trade in green patents: How do green technologies flow in China?,3,0.512,0.0011,0.0011,0.0011,0.512,0.0011,0.4793,0.0011,0.0011,0.0011,0.0011
1078,The synergistic role of academic entrepreneurship patterns in entrepreneurial university transformat,0,0.9377,0.9377,0.001,0.001,0.054,0.001,0.001,0.001,0.001,0.001,0.001
1079,Toward a taxonomy of entrepreneurship education research literature: A bibliometric mapping and visu,0,0.9764,0.9764,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.013,0.0013
1080,Disentangling effort and performance: a renewed look at gender differences in commercializing medica,5,0.5281,0.2372,0.0011,0.0011,0.2267,0.0011,0.5281,0.0011,0.0011,0.0011,0.0011
1081,Are firms interested in collaborating with universities? An open-innovation perspective in countries,5,0.6692,0.235,0.0014,0.0014,0.0863,0.0014,0.6692,0.0014,0.0014,0.0014,0.0014
1082,Scholars' Identity Transition and Its Impact on Spin-Offs' R&D Input,3,0.4622,0.3861,0.001,0.001,0.4622,0.001,0.1444,0.001,0.001,0.001,0.001
1083,"Assessing ""Start-up Readiness"" for Research Topics and Researchers: Case Studies of Research-Based S",0,0.8411,0.8411,0.001,0.0279,0.001,0.001,0.1241,0.001,0.001,0.001,0.001
1084,Developing measures for higher education researchers drivers and intentions to collaborate with firm,0,0.7928,0.7928,0.0013,0.0013,0.0013,0.0013,0.1972,0.0013,0.0013,0.0013,0.0013
1085,Academics' start-up intentions and knowledge filters: an individual perspective of the knowledge spi,0,0.8627,0.8627,0.0012,0.0012,0.0012,0.0012,0.1277,0.0012,0.0012,0.0012,0.0012
1086,Engaging excellence? Effects of faculty quality on university engagement with industry,5,0.7126,0.2785,0.0011,0.0011,0.0011,0.0011,0.7126,0.0011,0.0011,0.0011,0.0011
1087,"Detecting, visualizing, and analyzing trends and patterns in university-based entrepreneurial ecosys",0,0.9893,0.9893,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1088,Understanding the extent and nature of academia-industry interactions in Rwanda,0,0.9796,0.9796,0.0011,0.0011,0.0011,0.0011,0.0011,0.0118,0.0011,0.0011,0.0011
1089,Not in the Job Description: The Commercial Activities of Academic Scientists and Engineers,0,0.551,0.551,0.0011,0.0011,0.0011,0.0011,0.4398,0.0011,0.0011,0.0011,0.0011
1090,"Higher education institutions and stakeholder analysis: Theoretical roots, development of themes and",0,0.9889,0.9889,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1091,Coping with the financiers: attracting venture capital investors and end-users in the biomaterials i,5,0.6428,0.3474,0.0012,0.0012,0.0012,0.0012,0.6428,0.0012,0.0012,0.0012,0.0012
1092,An action phase theory approach to the configuration of entrepreneurial goal and implementation inte,0,0.959,0.959,0.0011,0.0011,0.0011,0.0011,0.0011,0.032,0.0011,0.0011,0.0011
1093,EXPERIENCE AND SIGNALING VALUE IN TECHNOLOGY LICENSING CONTRACT PAYMENT STRUCTURES,5,0.7631,0.2278,0.0011,0.0011,0.0011,0.0011,0.7631,0.0011,0.0011,0.0011,0.0011
1094,Putting university-industry interaction into perspective: a differentiated view from inside South Af,0,0.7787,0.7787,0.0011,0.0011,0.0011,0.0011,0.2127,0.0011,0.0011,0.0011,0.0011
1095,In good company: The influence of peers on industry engagement by academic scientists,0,0.882,0.882,0.0012,0.0012,0.0012,0.0012,0.1083,0.0012,0.0012,0.0012,0.0012
1096,Entrepreneurial University governance: The case of a Cooperative University,0,0.9897,0.9897,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1097,Entrepreneurial intention among women: A case study in the Portuguese academy,0,0.8618,0.8618,0.001,0.001,0.1302,0.001,0.001,0.001,0.001,0.001,0.001
1098,The model of cooperation with employers as the support measure for the development of entrepreneuria,0,0.9895,0.9895,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1099,Moving drug discoveries beyond the valley of death: the role of innovation ecosystems,0,0.9901,0.9901,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1100,RETRATADO: Where Does Digital Entrepreneurship Go? A Review Based on a Scientific Knowledge Map (Ret,0,0.9913,0.9913,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1101,Entrepreneurial ecosystem big picture: a bibliometric analysis and co-citation clustering,0,0.9907,0.9907,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1102,The Concept of Technological Entrepreneurship: The Example of Business Implementation,0,0.879,0.879,0.0012,0.0012,0.0012,0.0012,0.0991,0.0012,0.0134,0.0012,0.0012
1103,Adopting a knowledge translation approach in healthcare co-production. A case study,0,0.9883,0.9883,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1104,Influences of the Regional and National Economic Environment on the Technology Transfer Performance ,5,0.9029,0.0011,0.0011,0.0011,0.0882,0.0011,0.9029,0.0011,0.0011,0.0011,0.0011
1105,Selected Aspects of the Operation of Academic Business Incubators in Poland,0,0.8021,0.8021,0.001,0.001,0.001,0.001,0.1896,0.001,0.001,0.001,0.001
1106,An individual-level assessment of the relationship between spin-off activities and research performa,0,0.3739,0.3739,0.0012,0.0012,0.3019,0.0012,0.3155,0.0012,0.0012,0.0012,0.0012
1107,"Entrepreneurial university: Exploring its essence, phases of development, and operating mechanism du",0,0.9008,0.9008,0.0011,0.0011,0.0907,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1108,From laboratory to clinic: science commercialization within university-centered entrepreneurial ecos,0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1109,Modeling the predictors of students' entrepreneurial intentions: The case of a peripheral European r,0,0.9912,0.9912,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1110,A MODEL FOR ACADEMIC SPINOFFS CREATION,0,0.5462,0.5462,0.0009,0.0009,0.1869,0.0009,0.2372,0.0241,0.0009,0.0009,0.0009
1111,Rethinking Entrepreneurial Education: The Role of Digital Technologies to Assess Entrepreneurial Sel,0,0.9906,0.9906,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1112,The role of universities in the national innovation systems of China and the East Asian NIEs: An exp,5,0.649,0.3421,0.0011,0.0011,0.0011,0.0011,0.649,0.0011,0.0011,0.0011,0.0011
1113,THE TRANSFORMATION OF PUBLIC UNIVERSITIES IN VIETNAM AND THEIR ROLE IN NATIONAL INNOVATION SYSTEMS,0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1114,Perceiving an entrepreneurial climate at universities: An inquiry into how academic entrepreneurs ob,0,0.9918,0.9918,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1115,Happiness management and university entrepreneurship: literature review,0,0.9882,0.9882,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1116,How do accelerators emerge and develop in entrepreneurial universities?,0,0.9907,0.9907,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1117,Embedding entrepreneurship in doctoral students: the impact of a T-shaped educational approach,0,0.9071,0.9071,0.0011,0.0839,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1118,Co-Creation of Knowledge by University Research Projects in low Density Regions,0,0.8017,0.8017,0.0013,0.0013,0.0013,0.0013,0.1876,0.0013,0.0013,0.0013,0.0013
1119,Maryann Feldman: Recipient of the 2013 Global Award for Entrepreneurship Research,0,0.5856,0.5856,0.0011,0.0011,0.2142,0.0011,0.1925,0.0011,0.0011,0.0011,0.0011
1121,The influence of knowledge and intellectual capital on the economic outcomes of academic spin-offs: ,3,0.401,0.2489,0.0008,0.0008,0.401,0.0008,0.3223,0.0008,0.0228,0.0008,0.0008
1122,Validation and adaptation of the entrepreneurship intention scales in the population of Chilean scie,0,0.9893,0.9893,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1123,University scientists' multiple goals achievement: Social capital and its impact on research perform,3,0.4768,0.4185,0.0011,0.0011,0.4768,0.0011,0.097,0.0011,0.0011,0.0011,0.0011
1124,Envisaging the Impact of Entrepreneurial Culture on Venture Creation among Undergraduate Students of,0,0.9102,0.9102,0.001,0.001,0.0206,0.001,0.0624,0.001,0.001,0.001,0.001
1125,"University regulations, regional development and technology transfer: The case of Brazil",5,0.9906,0.001,0.001,0.001,0.001,0.001,0.9906,0.001,0.001,0.001,0.001
1126,Translational mechanisms in business model design: introducing the continuous validation framework,0,0.9712,0.9712,0.0011,0.0199,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1127,The relationship between interdisciplinarity and distinct modes of university-industry interaction,0,0.7092,0.7092,0.0011,0.0011,0.0011,0.0011,0.2823,0.0011,0.0011,0.0011,0.0011
1128,Time Allocation Decisions of Academic Scientists and Their Impact on Technology Commercialization,5,0.7674,0.2248,0.001,0.001,0.001,0.001,0.7674,0.001,0.001,0.001,0.001
1129,Integrating historical approaches of university ecosystems: reviewing the literature streams and fut,0,0.989,0.989,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1130,Pathways to developing information technology-enabled capabilities in born-digital new ventures,0,0.7084,0.7084,0.0011,0.0011,0.0011,0.0011,0.2829,0.0011,0.0011,0.0011,0.0011
1131,A resource-based view on the role of universities in supportive ecosystems for social entrepreneurs,0,0.9902,0.9902,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1132,The Entrepreneurial Ecosystem: Actors and Performance in Different Stages of Evolution of Academic S,3,0.5627,0.4279,0.0012,0.0012,0.5627,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1133,Authorship Norms and Project Structures in Science,0,0.8683,0.8683,0.0012,0.0012,0.0012,0.0012,0.1218,0.0012,0.0012,0.0012,0.0012
1134,"Reimagining mechanisms of economic impact for knowledge valorisation of the arts, humanities & socia",0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1135,Mapping the Research on University-Industry Collaborative Innovation of Individuals: A Scientometric,0,0.9754,0.9754,0.001,0.0166,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1136,"Innovation for Sustainability: Escale-se Summit, a Program for Technology Transfer and Creation of S",0,0.7244,0.7244,0.0013,0.0013,0.0013,0.0013,0.2654,0.0013,0.0013,0.0013,0.0013
1137,Industry-University Collaborations in Emerging Economies: A Legitimacy Perspective,0,0.9893,0.9893,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1138,"The Interaction Between Self-Efficacy, Fear of Failure, and Entrepreneurial Passion: Evidence from B",0,0.6791,0.6791,0.001,0.001,0.3133,0.001,0.001,0.001,0.001,0.001,0.001
1139,Considering University-Business Cooperation Modes from the Perspective of Enterprises,0,0.9906,0.9906,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1140,How Does Technology Transfer from Universities to Market in China? An Empirical Analysis Based on In,5,0.6762,0.2848,0.001,0.001,0.001,0.001,0.6762,0.001,0.001,0.0323,0.001
1141,A typology of principal investigators based on their human capital: an exploratory analysis,0,0.7054,0.7054,0.0013,0.0013,0.2212,0.0013,0.0641,0.0013,0.0013,0.0013,0.0013
1142,Entrepreneurial universities: A bibliometric analysis within the business and management domains,0,0.9898,0.9898,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1143,"Towards a governance of technology transfer: fostering impact through goals, people, and resources",0,0.5036,0.5036,0.0009,0.0009,0.1429,0.0009,0.3469,0.0009,0.0009,0.0009,0.0009
1144,Founder or Joiner? The Role of Preferences and Context in Shaping Different Entrepreneurial Interest,0,0.7755,0.7755,0.0011,0.0011,0.0011,0.0011,0.2158,0.0011,0.0011,0.0011,0.0011
1145,Which governance structures are conducive to the performance of TTOs? Evidence from Taiwan,5,0.9921,0.0009,0.0009,0.0009,0.0009,0.0009,0.9921,0.0009,0.0009,0.0009,0.0009
1146,Triple Helix Dynamics and Hybrid Organizations: An Analysis of Value Creation Processes,0,0.9919,0.9919,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1147,Knowledge transfer activities in social sciences and humanities: Explaining the interactions of rese,0,0.7762,0.7762,0.0012,0.0012,0.0012,0.0012,0.2144,0.0012,0.0012,0.0012,0.0012
1148,Constructing a Guangdong-Hong Kong-Macau Greater Bay Area social space: cross-sectoral experiences o,0,0.6688,0.6688,0.0011,0.129,0.0011,0.0011,0.1946,0.0011,0.0011,0.0011,0.0011
1149,A bibliometric review of research on entrepreneurial capacity for the period 1979 to 2022: Current s,0,0.9553,0.9553,0.0012,0.0012,0.0351,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1150,From lab bench to store shelves: A translational research & development framework for linking univer,0,0.6881,0.6881,0.001,0.001,0.001,0.001,0.3038,0.001,0.001,0.001,0.001
1151,"Unraveling the ""passion orchestra"" in academia",0,0.7253,0.7253,0.001,0.001,0.001,0.001,0.2666,0.001,0.001,0.001,0.001
1152,Student entrepreneurship and perceptions on social norms and university environment: evidence from a,0,0.9918,0.9918,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1153,Understanding the Drivers of Business Formation Process in Latin America: An Integrated Model Applie,0,0.9926,0.9926,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1154,Emulating UK' fully fledged entrepreneurial universities,0,0.6975,0.6975,0.0009,0.0009,0.0009,0.0009,0.2956,0.0009,0.0009,0.0009,0.0009
1155,Entrepreneurial Passion and Personality: The Case of Academic Entrepreneurship,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1156,Trends in genetic patent applications: the commercialization of academic intellectual property,5,0.9798,0.0011,0.0011,0.0011,0.0011,0.0011,0.9798,0.0011,0.0011,0.0116,0.0011
1157,Pathways to Academics' Entrepreneurial Intention: A Configurational Analysis of Individual Determina,0,0.9149,0.9149,0.0009,0.0009,0.0776,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1158,What is going on in entrepreneurship research? A bibliometric and SNA analysis,0,0.9877,0.9877,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
1159,The Third Mission of the university: A systematic literature review on potentials and constraints,0,0.9878,0.9878,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
1160,"Big Five Personality, Academic Entrepreneurial Motivation, and Academic Entrepreneurial Intention: A",0,0.9914,0.9914,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1161,Students as scientists' co-pilots at the onset of technology transfer: a two-way learning process,0,0.6341,0.6341,0.0011,0.0011,0.0011,0.0011,0.3575,0.0011,0.0011,0.0011,0.0011
1162,"Empowering entrepreneurial capacity: training, innovation and business ethics",0,0.8368,0.8368,0.001,0.001,0.1553,0.001,0.001,0.001,0.001,0.001,0.001
1163,The Heterogeneity of the Academic Profession: The Effect of Occupational Variables on University Sci,0,0.5832,0.5832,0.001,0.001,0.001,0.001,0.4089,0.001,0.001,0.001,0.001
1164,Entrepreneurial universities and overt opportunism,0,0.8024,0.8024,0.0012,0.0012,0.0012,0.0012,0.1877,0.0012,0.0012,0.0012,0.0012
1165,Entrepreneurial universities and the third mission paradigm shift from economic performance to impac,0,0.7184,0.7184,0.0009,0.0009,0.0009,0.0009,0.2747,0.0009,0.0009,0.0009,0.0009
1166,The Nomos of the University: Introducing the Professor's Privilege in 1940s Sweden,0,0.7712,0.7712,0.0011,0.0011,0.0011,0.0011,0.2196,0.0011,0.0011,0.0011,0.0011
1167,Strategic Entrepreneurial Orientation in Higher Education: A Comparative Analysis,0,0.991,0.991,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1168,"ASSESSMENT OF ENTREPRENEURIAL EDUCATION IN HIGHER EDUCATION INSTITUTIONS, USING HEINNOVATE",0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1169,THE ROLE OF THE RESEARCH COMMERCIALIZATION IN THE UNIVERSITIES IN STIMULATING ECONOMIC GROWTH,0,0.93,0.93,0.0009,0.0009,0.0009,0.0009,0.0631,0.0009,0.0009,0.0009,0.0009
1170,The role of Proof-of-Concept programs in facilitating the commercialization of research-based invent,0,0.7074,0.7074,0.001,0.001,0.001,0.001,0.2845,0.001,0.001,0.001,0.001
1171,The entrepreneurial university concept as a narrative of change in HEIs,0,0.9889,0.9889,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1172,Quality comes first: university-industry collaboration as a source of academic entrepreneurship in a,0,0.6545,0.6545,0.001,0.0299,0.001,0.001,0.2525,0.049,0.001,0.0093,0.001
1173,A typology of the engaged university: an empirical investigation into how universities in Europe eng,0,0.8459,0.8459,0.0009,0.0009,0.1386,0.0009,0.0009,0.0009,0.0009,0.0089,0.0009
1174,Mapping the field: a bibliometric analysis of the literature on university-industry collaborations,0,0.9889,0.9889,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
1175,"Academic intrapreneurship for health care innovation: the importance of influence, perception, and t",0,0.8276,0.8276,0.0009,0.0009,0.0782,0.0009,0.0877,0.0009,0.0009,0.0009,0.0009
1176,A dynamic capabilities perspective on pro-market reforms and university technology transfer in a tra,5,0.991,0.001,0.001,0.001,0.001,0.001,0.991,0.001,0.001,0.001,0.001
1177,Impacts of Universities in Different Stages of Economic Development,0,0.8756,0.8756,0.0009,0.0009,0.117,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1178,A Theoretical Analysis of the Role of Characteristics in Entrepreneurial Propensity,0,0.9927,0.9927,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1179,EXPLORING THE ROLE OF MALAYSIAN RESEARCH UNIVERSITYBASED INCUBATORS IN FACILITATING THE ENTREPRENEUR,0,0.7847,0.7847,0.0009,0.0009,0.1816,0.0009,0.0009,0.0117,0.0168,0.0009,0.0009
1180,Human capital and new venture performance: the industry choice and performance of academic entrepren,5,0.4895,0.3915,0.0008,0.0008,0.1137,0.0008,0.4895,0.0008,0.0008,0.0008,0.0008
1181,Mapping the conceptual structure of research on open innovation in university-industry collaboration,0,0.9332,0.9332,0.0007,0.0536,0.0007,0.0007,0.0007,0.0081,0.0007,0.0007,0.0007
