Keyword,Z_Score,Recent_Avg_Freq,Historical_Avg_Freq,Total_Frequency,Is_Burst,Years_Active
INFORMATIZATION OF EDUCATION,1.0,0.5,0.0,1,False,1
ONLINE LEARNING,1.0,0.5,0.0,1,False,1
SOFT COMPUTING,1.0,0.5,0.0,1,False,1
MANAGEMENT-SYSTEMS,1.0,0.5,0.0,1,False,1
AGILE CO-CREATION,1.0,0.5,0.0,1,False,1
DIGITAL SERVITISATION,1.0,0.5,0.0,1,False,1
PERCEIVED AI COMPETENCY,1.0,0.5,0.0,1,False,1
VIETNAM,1.0,0.5,0.0,1,False,1
UNIVERSITY ENVIRONMENT,1.0,0.5,0.0,1,False,1
SOCIAL MODEL OF OPPORTUNITY DEVELOPMENT,1.0,0.5,0.0,1,False,1
SOCIAL MEDIA AFFORDANCES,1.0,0.5,0.0,1,False,1
OPPORTUNITY DEVELOPMENT,1.0,0.5,0.0,1,False,1
DIGITAL STARTUP ACTIVITIES,1.0,0.5,0.0,1,False,1
BUSINESS PROCESS EVOLUTION,1.0,0.5,0.0,1,False,1
NETWORK STRATEGY,1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY APPLICATION,1.0,0.5,0.0,1,False,1
ENVIRONMENTAL UNCERTAINTY,1.0,0.5,0.0,1,False,1
LOCUS,1.0,0.5,0.0,1,False,1
LITERACY,1.0,0.5,0.0,1,False,1
LOCUS OF CONTROL,1.0,0.5,0.0,1,False,1
PERCEIVED BEHAVIORAL-CONTROL,1.0,0.5,0.0,1,False,1
TAXATION OF DIGITAL BUSINESS,1.0,0.5,0.0,1,False,1
TAXES ON DIGITAL SERVICES,1.0,0.5,0.0,1,False,1
PRINCIPLE OF TAXATION,1.0,0.5,0.0,1,False,1
INNOVATIONS IN EDUCATION,1.0,0.5,0.0,1,False,1
COMMITMENT,1.0,0.5,0.0,1,False,1
KNOWLEDGE ORIENTATION,1.0,0.5,0.0,1,False,1
"BUSINESS MODELS, SOCIAL INCLUSION",1.0,0.5,0.0,1,False,1
INSTRUMENT VALIDATION,1.0,0.5,0.0,1,False,1
MANAGERIAL TIES,1.0,0.5,0.0,1,False,1
POLITICAL TIES,1.0,0.5,0.0,1,False,1
ENVIRONMENTAL INNOVATION,1.0,0.5,0.0,1,False,1
BUSINESS TIES,1.0,0.5,0.0,1,False,1
CROSS-ORGANIZATIONAL IMPROVISATION,1.0,0.5,0.0,1,False,1
PERFORMANCE EVIDENCE,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURIAL ORIENTATION,1.0,0.5,0.0,1,False,1
DIGITAL RESOURCES,1.0,0.5,0.0,1,False,1
DIGITAL VENTURE,1.0,0.5,0.0,1,False,1
SUSTAINABLE GROWTH,1.0,0.5,0.0,1,False,1
ANDEAN COMMUNITY,1.0,0.5,0.0,1,False,1
STRUCTURAL EQUATION MODELS,1.0,0.5,0.0,1,False,1
REGULATION,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL MASCULINITIES,1.0,0.5,0.0,1,False,1
MONETIZED BODY WORK,1.0,0.5,0.0,1,False,1
ONLYFANS,1.0,0.5,0.0,1,False,1
AESTHETIC LABOUR,1.0,0.5,0.0,1,False,1
HEGEMONIC MASCULINITY,1.0,0.5,0.0,1,False,1
INFLUENCER COMMERCE,1.0,0.5,0.0,1,False,1
CORPOREAL,1.0,0.5,0.0,1,False,1
ROLES,1.0,0.5,0.0,1,False,1
STRUCTURED LITERATURE REVIEW,1.0,0.5,0.0,1,False,1
FEMALE DIGITAL ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
CHATGPT ADOPTION,1.0,0.5,0.0,1,False,1
OUTCOME EXPECTATION,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL SELF-PERCEIVED CREATIVITY,1.0,0.5,0.0,1,False,1
CUSTOMER PRIVACY,1.0,0.5,0.0,1,False,1
SMART GLASSES,1.0,0.5,0.0,1,False,1
CONCEPTUAL MODEL,1.0,0.5,0.0,1,False,1
VIETNAMESE WOMEN,1.0,0.5,0.0,1,False,1
SOCIOECONOMIC,1.0,0.5,0.0,1,False,1
KSA,1.0,0.5,0.0,1,False,1
DECENT WORK,1.0,0.5,0.0,1,False,1
ENTREPRENEUR PROFILE,1.0,0.5,0.0,1,False,1
CONCEPTUAL APPROACH,1.0,0.5,0.0,1,False,1
STARTUPS AND SMES,1.0,0.5,0.0,1,False,1
DATA SECURITY,1.0,0.5,0.0,1,False,1
DISRUPTIVE TECHNOLOGY,1.0,0.5,0.0,1,False,1
SEO ALGORITHM,1.0,0.5,0.0,1,False,1
EMERGING TECHNOLOGY,1.0,0.5,0.0,1,False,1
DIGITAL ENVIRONMENT,1.0,0.5,0.0,1,False,1
SPORTS,1.0,0.5,0.0,1,False,1
CHINESE,1.0,0.5,0.0,1,False,1
DEVELOPMENT,1.0,0.5,0.0,1,False,1
QUADRUPLE HELIX MODEL,1.0,0.5,0.0,1,False,1
STARTUP INNOVATION,1.0,0.5,0.0,1,False,1
LOW-INCOME HOUSEHOLD BOTTOM 40,1.0,0.5,0.0,1,False,1
INCOME GENERATION,1.0,0.5,0.0,1,False,1
TEACHING,1.0,0.5,0.0,1,False,1
KEYWORDS - DIGITAL ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
BIBLIOMETRIC ANALYSIS.,1.0,0.5,0.0,1,False,1
TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING (TVET),1.0,0.5,0.0,1,False,1
EXPLOITATIVE DIGITAL INNOVATION,1.0,0.5,0.0,1,False,1
BUSINESS INNOVA TION,1.0,0.5,0.0,1,False,1
COMPETENCY,1.0,0.5,0.0,1,False,1
ENTREPRENEURSHIP INTENTION,1.0,0.5,0.0,1,False,1
MANAGING LEARNING,1.0,0.5,0.0,1,False,1
KNOWLEDGE ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
COMPREHENSIVE REVIEW,1.0,0.5,0.0,1,False,1
GLOBAL INDEX OF DIGITAL ENTREPRENEURSHIP SYSTEMS (GIDES),1.0,0.5,0.0,1,False,1
GDP FORECAST REVISIONS,1.0,0.5,0.0,1,False,1
KNOWLEDGE SPILLOVER THEORY,1.0,0.5,0.0,1,False,1
DIGITAL PLATFORM RISK,1.0,0.5,0.0,1,False,1
R&D SUPPORT,1.0,0.5,0.0,1,False,1
FIELD OF KNOWLEDGE,1.0,0.5,0.0,1,False,1
MIXED RESEARCH,1.0,0.5,0.0,1,False,1
PROFESSIONAL DEVELOPMENT,1.0,0.5,0.0,1,False,1
EXPLORATORY DIGITAL INNOVATION,1.0,0.5,0.0,1,False,1
HIGHER LEVEL EDUCATION,1.0,0.5,0.0,1,False,1
DIGITAL MINDSET,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURSHIP READINESS,1.0,0.5,0.0,1,False,1
BUSINESS STUDENTS,1.0,0.5,0.0,1,False,1
UBUNTU ENABLERS,1.0,0.5,0.0,1,False,1
INDIGENOUS VALUES,1.0,0.5,0.0,1,False,1
BIG DATA ANALYTICS CAPABILITY,1.0,0.5,0.0,1,False,1
MODERATED-MEDIATION,1.0,0.5,0.0,1,False,1
MARKET-SENSING CAPABILITIES,1.0,0.5,0.0,1,False,1
KNOWLEDGE GENERATION CAPABILITIES,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURSHIP OPPORTUNITIES,1.0,0.5,0.0,1,False,1
DIGITAL BRAND,1.0,0.5,0.0,1,False,1
DIGITALIZED ERA,1.0,0.5,0.0,1,False,1
STIMULUS-ORGANISM-RESPONSE THEORY,1.0,0.5,0.0,1,False,1
PARENTS' SUPPORT,1.0,0.5,0.0,1,False,1
FUZZY DEMATEL,1.0,0.5,0.0,1,False,1
DEMATEL METHOD,1.0,0.5,0.0,1,False,1
DEMATEL,1.0,0.5,0.0,1,False,1
GTFP,1.0,0.5,0.0,1,False,1
ENERGY EFFICIENCY,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURIAL ACTIVITY,1.0,0.5,0.0,1,False,1
INDUSTRIAL STRUCTURE UPGRADING,1.0,0.5,0.0,1,False,1
ENTREPRENEURSHIP EDUCATOR,1.0,0.5,0.0,1,False,1
UAE,1.0,0.5,0.0,1,False,1
CHINESE UNIVERSITY STUDENTS,1.0,0.5,0.0,1,False,1
REGIONAL DIFFERENCE,1.0,0.5,0.0,1,False,1
LIVE STREAMING PLATFORM,1.0,0.5,0.0,1,False,1
ASIAN DEVELOPING COUNTRIES,1.0,0.5,0.0,1,False,1
AGILITY,1.0,0.5,0.0,1,False,1
DIGITAL RESILIENCE,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL RESILIENCE,1.0,0.5,0.0,1,False,1
DIGITAL ADOPTION,1.0,0.5,0.0,1,False,1
WOMEN AND YOUTHS' IMMERSION,1.0,0.5,0.0,1,False,1
GROWTH OF ECONOMY,1.0,0.5,0.0,1,False,1
ENABLING ENVIRONMENT,1.0,0.5,0.0,1,False,1
AGENCY,1.0,0.5,0.0,1,False,1
CONSTRAINED CONTEXTS,1.0,0.5,0.0,1,False,1
PSYCHIC LIFE,1.0,0.5,0.0,1,False,1
INTERVIEW,1.0,0.5,0.0,1,False,1
GIDES,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURSHIP SYSTEMS,1.0,0.5,0.0,1,False,1
GLOBAL CHALLENGES,1.0,0.5,0.0,1,False,1
ELITE,1.0,0.5,0.0,1,False,1
SOCIETY,1.0,0.5,0.0,1,False,1
CENTRAL EASTERN EUROPEAN REGION,1.0,0.5,0.0,1,False,1
DEE INDEX,1.0,0.5,0.0,1,False,1
RUSSIA,1.0,0.5,0.0,1,False,1
DIGITAL BEHAVIOUR,1.0,0.5,0.0,1,False,1
CLASS,1.0,0.5,0.0,1,False,1
SOCIAL CLASS,1.0,0.5,0.0,1,False,1
REPRODUCTION,1.0,0.5,0.0,1,False,1
PROFESSIONS,1.0,0.5,0.0,1,False,1
HABITUS,1.0,0.5,0.0,1,False,1
DISPOSITIONS,1.0,0.5,0.0,1,False,1
PATHWAYS,1.0,0.5,0.0,1,False,1
COMPOSITE INDICATOR,1.0,0.5,0.0,1,False,1
"DIGITAL TRANSFORMATION, ON-DEMAND SERVICE INNOVATION",1.0,0.5,0.0,1,False,1
BOOTSTRAPPING,1.0,0.5,0.0,1,False,1
DIGITAL NEW VENTURE,1.0,0.5,0.0,1,False,1
ECO-INNOVATION,1.0,0.5,0.0,1,False,1
PRISMA 2020 GUIDELINES,1.0,0.5,0.0,1,False,1
EFFORT EXPECTANCY,1.0,0.5,0.0,1,False,1
EXPECTANCY-VALUE THEORY,1.0,0.5,0.0,1,False,1
SYSTEMATIC ANALYSIS,1.0,0.5,0.0,1,False,1
NATIONAL SYSTEMS,1.0,0.5,0.0,1,False,1
BANKRUPTCY LAW,1.0,0.5,0.0,1,False,1
ECOLOGY,1.0,0.5,0.0,1,False,1
DATA ECOSYSTEM,1.0,0.5,0.0,1,False,1
EMERGENT STRATEGIES,1.0,0.5,0.0,1,False,1
CLEANTECH STARTUP,1.0,0.5,0.0,1,False,1
ARTIFICIAL INTELLIGENCE (AI) TECHNOLOGIES,1.0,0.5,0.0,1,False,1
PLATFORM EDUCATION,1.0,0.5,0.0,1,False,1
BIG FIVE PERSONALITY TRAITS,1.0,0.5,0.0,1,False,1
OECD ECONOMIES,1.0,0.5,0.0,1,False,1
NEUROTICISM,1.0,0.5,0.0,1,False,1
AGREEABLENESS,1.0,0.5,0.0,1,False,1
INFORMATION POVERTY,1.0,0.5,0.0,1,False,1
RESEARCH AND DEVELOPMENT,1.0,0.5,0.0,1,False,1
METHOD VARIANCE,1.0,0.5,0.0,1,False,1
AFRICAN INNOVATION,1.0,0.5,0.0,1,False,1
HYBRID MODELS,1.0,0.5,0.0,1,False,1
VIOLENCE,1.0,0.5,0.0,1,False,1
FINTECH LITERACY,1.0,0.5,0.0,1,False,1
LIFESTYLE ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
SOCIOECONOMIC RESILIENCE,1.0,0.5,0.0,1,False,1
MUSIC ENTREPRENEURSHIP,1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY INTENSITY,1.0,0.5,0.0,1,False,1
LIFESTYLE WORK,1.0,0.5,0.0,1,False,1
DIGITAL TECHNOLOGY READINESS,1.0,0.5,0.0,1,False,1
TRANSFORMATIVE INFORMALITY,1.0,0.5,0.0,1,False,1
STAGE,1.0,0.5,0.0,1,False,1
FOUNDERS,1.0,0.5,0.0,1,False,1
SEEKING,1.0,0.5,0.0,1,False,1
INFORMATION BEHAVIOUR,1.0,0.5,0.0,1,False,1
SOCIO-INFORMATIONAL STRATIFICATION,1.0,0.5,0.0,1,False,1
NEEDS,1.0,0.5,0.0,1,False,1
BEHAVIORS,1.0,0.5,0.0,1,False,1
DOMAIN,1.0,0.5,0.0,1,False,1
POLYNOMIAL REGRESSION,1.0,0.5,0.0,1,False,1
ATTITUDE TOWARDS BEHAVIOUR,1.0,0.5,0.0,1,False,1
INFORMATION AND COMMUNICATION TECHNOLOGY,1.0,0.5,0.0,1,False,1
DATA SPACE,1.0,0.5,0.0,1,False,1
PORTUGAL,1.0,0.5,0.0,1,False,1
WHOLESALE,1.0,0.5,0.0,1,False,1
RESPONSE SURFACE ANALYSIS,1.0,0.5,0.0,1,False,1
INFUSION OF GENAI,1.0,0.5,0.0,1,False,1
RAP,1.0,0.5,0.0,1,False,1
ENTREPRENEURSHIP COURSE,1.0,0.5,0.0,1,False,1
STUDENTS CAREER INTENTIONS,1.0,0.5,0.0,1,False,1
ROLE MODELS,1.0,0.5,0.0,1,False,1
WORLD,1.0,0.5,0.0,1,False,1
INCORPORATION OF GENAI,1.0,0.5,0.0,1,False,1
STREET,1.0,0.5,0.0,1,False,1
PERCEIVED BEHAVIOUR CONTROL,1.0,0.5,0.0,1,False,1
DIGITAL ENTREPRENEURIAL KNOWLEDGE,1.0,0.5,0.0,1,False,1
ENTREPRENEURIAL EVENT MODEL,1.0,0.5,0.0,1,False,1
SOCIAL NETWORKS,0.88,0.5,0.13,5,False,4
CONSUMPTION,0.88,0.5,0.13,5,False,4
INSTITUTIONS,0.88,0.5,0.13,5,False,4
HUMAN CAPITAL,0.88,0.5,0.13,5,False,4
ONLINE BUSINESS,0.88,0.5,0.13,5,False,4
USER ACCEPTANCE,0.88,0.5,0.13,5,False,4
TIME,0.88,0.5,0.13,5,False,4
STARTUP,0.79,1.0,0.32,12,False,6
COMPETENCE,0.76,0.5,0.16,6,False,5
CITIES,0.76,0.5,0.16,6,False,5
ENTREPRENEURIAL PROCESS,0.67,0.5,0.13,5,False,3
VENTURE PERFORMANCE,0.66,0.5,0.16,6,False,4
ETHNOGRAPHY,0.59,0.5,0.16,6,False,4
CONSEQUENCES,0.57,0.5,0.19,7,False,5
ONLINE,0.57,0.5,0.19,7,False,5
ICT,0.52,0.5,0.19,7,False,4
INNOVATIONS,0.48,0.5,0.19,7,False,4
DESIGN,0.36,1.0,0.55,19,False,7
COMMUNITY,0.3,0.5,0.26,9,False,4
START-UPS,0.12,0.5,0.39,13,False,6
CAUSATION,0.11,0.5,0.39,13,False,6
ARTWORK DISTRIBUTION,-0.18,0.0,0.03,1,False,1
E -COMMERCE,-0.18,0.0,0.03,1,False,1
RESEARCH DESIGN,-0.18,0.0,0.03,1,False,1
AFFORDANCE THEORY,-0.18,0.0,0.03,1,False,1
RELATIONAL DEMOGRAPHY,-0.18,0.0,0.03,1,False,1
CHANNEL CONFLICT,-0.18,0.0,0.03,1,False,1
RESOURCE ORCHESTRATION,-0.18,0.0,0.03,1,False,1
TRANSFORMATIONAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
DISINTERMEDIATION,-0.18,0.0,0.03,1,False,1
JOURNALISM,-0.18,0.0,0.03,1,False,1
DIGITAL NETWORKS,-0.18,0.0,0.03,1,False,1
GENERATION COHORTS,-0.18,0.0,0.03,1,False,1
OMAN,-0.18,0.0,0.03,1,False,1
QINGHUAI,-0.18,0.0,0.03,1,False,1
MUSICIANS' ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
MIXED METHOD,-0.18,0.0,0.03,1,False,1
FLOW STATE,-0.18,0.0,0.03,1,False,1
MUSIC DISTRIBUTION,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEUR CAREER MATURITY,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL COGNITION,-0.18,0.0,0.03,1,False,1
STRATEGIC SENSITIVITY,-0.18,0.0,0.03,1,False,1
KNOWLEDGE DIVERSITY,-0.18,0.0,0.03,1,False,1
ABILITY,-0.18,0.0,0.03,1,False,1
COSTS,-0.18,0.0,0.03,1,False,1
DISTRIBUTION,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEUR COMPETENCE,-0.18,0.0,0.03,1,False,1
SITES,-0.18,0.0,0.03,1,False,1
CROWD,-0.18,0.0,0.03,1,False,1
CAREER EXPECTATIONS,-0.18,0.0,0.03,1,False,1
CAREER AWARENESS,-0.18,0.0,0.03,1,False,1
STRUCTURAL EQUATION,-0.18,0.0,0.03,1,False,1
INFORMATION BUSINESS,-0.18,0.0,0.03,1,False,1
CALS,-0.18,0.0,0.03,1,False,1
BUSINESS SURVIVAL,-0.18,0.0,0.03,1,False,1
CROWDING OUT,-0.18,0.0,0.03,1,False,1
BEHAVIORAL INTENTIONS,-0.18,0.0,0.03,1,False,1
MARKET DEVELOPMENT,-0.18,0.0,0.03,1,False,1
INTEGRATION INTO LABOUR MARKET,-0.18,0.0,0.03,1,False,1
INTERMEDIARIES,-0.18,0.0,0.03,1,False,1
CORPORATE POLITICAL ACTIVITY,-0.18,0.0,0.03,1,False,1
BIOGRAPHICAL NARRATIONS,-0.18,0.0,0.03,1,False,1
INSTITUTIONAL VOIDS,-0.18,0.0,0.03,1,False,1
BUSINESS GROUPS,-0.18,0.0,0.03,1,False,1
GENDER ROLE,-0.18,0.0,0.03,1,False,1
MULTIPLE-REGRESSION ANALYSIS,-0.18,0.0,0.03,1,False,1
WORK-FAMILY CONFLICT,-0.18,0.0,0.03,1,False,1
HIGH QUALITY ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
MUMPRENEURS,-0.18,0.0,0.03,1,False,1
INTRINSIC MOTIVATION,-0.18,0.0,0.03,1,False,1
RBV,-0.18,0.0,0.03,1,False,1
IMMIGRANTS AND ASYLUM SEEKERS,-0.18,0.0,0.03,1,False,1
OPPORTUNITY DISCOVERY,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL OPPORTUNITY EXPLOITATION,-0.18,0.0,0.03,1,False,1
CULTURAL AND CREATIVE INDUSTRIES,-0.18,0.0,0.03,1,False,1
ORCHESTRA MOBILE,-0.18,0.0,0.03,1,False,1
ORCHESTRA ORGANIZATIONS,-0.18,0.0,0.03,1,False,1
SONIA THEODORIDOU,-0.18,0.0,0.03,1,False,1
STRATEGIC INNOVATION,-0.18,0.0,0.03,1,False,1
MARGINALITY,-0.18,0.0,0.03,1,False,1
DEVELOPING-ECONOMIES,-0.18,0.0,0.03,1,False,1
FASHION EDUCATION,-0.18,0.0,0.03,1,False,1
MOOC DEVELOPMENT,-0.18,0.0,0.03,1,False,1
UNICORNS,-0.18,0.0,0.03,1,False,1
TWITTER,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL STUDENT,-0.18,0.0,0.03,1,False,1
SMALL BUSINESS ENTREPRENEUR,-0.18,0.0,0.03,1,False,1
GEOGRAPHIC DISTANCE,-0.18,0.0,0.03,1,False,1
RECIPROCITY,-0.18,0.0,0.03,1,False,1
ELABORATION LIKELIHOOD MODEL,-0.18,0.0,0.03,1,False,1
COEVOLUTION,-0.18,0.0,0.03,1,False,1
QUESTIONNAIRE,-0.18,0.0,0.03,1,False,1
INTERNET START-UPS,-0.18,0.0,0.03,1,False,1
BUTTERFLY ECOSYSTEM,-0.18,0.0,0.03,1,False,1
BRAND,-0.18,0.0,0.03,1,False,1
TECHNOLOGICAL INNOVATIONS,-0.18,0.0,0.03,1,False,1
KNOWLEDGE VISUALIZATION,-0.18,0.0,0.03,1,False,1
CAUSAL LOOP,-0.18,0.0,0.03,1,False,1
STOCK,-0.18,0.0,0.03,1,False,1
MISPERCEPTIONS,-0.18,0.0,0.03,1,False,1
STOCK AND FLOW DIAGRAMS,-0.18,0.0,0.03,1,False,1
SOCIETY 5.0,-0.18,0.0,0.03,1,False,1
E-MAIL,-0.18,0.0,0.03,1,False,1
ELECTRONIC COMMERCE ADOPTION,-0.18,0.0,0.03,1,False,1
THODORIS ORFANIDIS,-0.18,0.0,0.03,1,False,1
INCUBATOR,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL OPPORTUNITY RECOGNITION,-0.18,0.0,0.03,1,False,1
EXPONENTIAL TECHNOLOGY,-0.18,0.0,0.03,1,False,1
BIG DATA ANALYTIC CAPABILITIES,-0.18,0.0,0.03,1,False,1
GROWTH PERFORMANCE OF START-UP ENTERPRISES,-0.18,0.0,0.03,1,False,1
TRIANGULATION,-0.18,0.0,0.03,1,False,1
INNOVATIVE STARTUPS,-0.18,0.0,0.03,1,False,1
GREEN BUSINESS,-0.18,0.0,0.03,1,False,1
COVID-19 CRISIS,-0.18,0.0,0.03,1,False,1
THEORY OF REASONED ACTION (TRA),-0.18,0.0,0.03,1,False,1
UNCERTAINTY MANAGEMENT,-0.18,0.0,0.03,1,False,1
RESOURCE INTEGRATION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL CO-CREATION,-0.18,0.0,0.03,1,False,1
CULTURAL INDUSTRIES,-0.18,0.0,0.03,1,False,1
CREATORS,-0.18,0.0,0.03,1,False,1
FRAMEWORKS,-0.18,0.0,0.03,1,False,1
COMPLEXITY,-0.18,0.0,0.06,2,False,1
ACTION DESIGN RESEARCH,-0.18,0.0,0.03,1,False,1
CAREER PLANNING,-0.18,0.0,0.03,1,False,1
SITUATIONAL METHOD ENGINEERING,-0.18,0.0,0.03,1,False,1
FUZZY FRONT-END,-0.18,0.0,0.03,1,False,1
COGNITIVE-STYLE,-0.18,0.0,0.03,1,False,1
PRISMA,-0.18,0.0,0.03,1,False,1
INDUSTRIAL-REVOLUTION 4.0,-0.18,0.0,0.03,1,False,1
TECHNOLOGY-BASED ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
SOFTWARE R,-0.18,0.0,0.03,1,False,1
OF-THE-LITERATURE,-0.18,0.0,0.03,1,False,1
DIGITAL ACADEMIC ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
INNOVATION SYSTEM,-0.18,0.0,0.03,1,False,1
SUSTAINABLE TRANSITION,-0.18,0.0,0.03,1,False,1
BANKING SECTOR,-0.18,0.0,0.03,1,False,1
DIGITAL SOCIETY,-0.18,0.0,0.03,1,False,1
CAREER ASSESSMENT,-0.18,0.0,0.03,1,False,1
IT-ENABLED ORGANIZATIONAL CAPABILITY,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP KNOWLEDGE,-0.18,0.0,0.03,1,False,1
BUSINESS INNOVATIVENESS,-0.18,0.0,0.03,1,False,1
VALIDATION,-0.18,0.0,0.03,1,False,1
TECHNOLOGY PLATFORM ADOPTION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL DECISION MAKING,-0.18,0.0,0.03,1,False,1
FOUNDER IDENTITY,-0.18,0.0,0.03,1,False,1
CAPITAL STRUCTURE,-0.18,0.0,0.03,1,False,1
CORPORATE-STRATEGY,-0.18,0.0,0.03,1,False,1
SOCIAL IDENTITY,-0.18,0.0,0.03,1,False,1
TEMPLATING,-0.18,0.0,0.03,1,False,1
FIRM EXTENSION,-0.18,0.0,0.03,1,False,1
BUSINESS VALUE OF IT,-0.18,0.0,0.03,1,False,1
FIRM RESOURCES,-0.18,0.0,0.03,1,False,1
SCOPE,-0.18,0.0,0.03,1,False,1
VERSATILE RESOURCES,-0.18,0.0,0.03,1,False,1
PRIVATE UNIVERSITIES,-0.18,0.0,0.03,1,False,1
VALUE PROPOSITION CANVAS (VPC),-0.18,0.0,0.03,1,False,1
REPLICATION,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL CULTURE,-0.18,0.0,0.03,1,False,1
APPROPRIABILITY,-0.18,0.0,0.03,1,False,1
UNIVERSITY OF THE FUTURE,-0.18,0.0,0.03,1,False,1
SC PERFORMANCE,-0.18,0.0,0.03,1,False,1
DIGITAL HRM,-0.18,0.0,0.03,1,False,1
HUMAN-RESOURCE MANAGEMENT,-0.18,0.0,0.03,1,False,1
GREEN ORIENTATION,-0.18,0.0,0.03,1,False,1
CAREER SUCCESS,-0.18,0.0,0.03,1,False,1
BUSINESS EDUCATION,-0.18,0.0,0.03,1,False,1
SPECIALIZED SOFTWARE,-0.18,0.0,0.03,1,False,1
INFORMATION SYSTEMS,-0.18,0.0,0.03,1,False,1
JUNIOR ENTERPRISE,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURS,-0.18,0.0,0.03,1,False,1
TECHNOLOGY STACK,-0.18,0.0,0.03,1,False,1
LEARNING BY DOING,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL CURIOSITY,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL DIGITAL INNOVATIVENESS,-0.18,0.0,0.03,1,False,1
HUMANIZING DIGITAL ENTREPRENEURSHIP EDUCATION,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL CANVAS (BMC),-0.18,0.0,0.03,1,False,1
BLENDED LEARNING,-0.18,0.0,0.03,1,False,1
INTERDISCIPLINARY APPROACH,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURIAL WILLINGNESS AND BEHAVIOR,-0.18,0.0,0.03,1,False,1
AFRICA ENTREPRENEURIAL ECOSYSTEM,-0.18,0.0,0.03,1,False,1
AVATARS,-0.18,0.0,0.03,1,False,1
STAKEHOLDERS THEORY,-0.18,0.0,0.03,1,False,1
EMOTIONAL DISRUPTION,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL METAMORPHOSIS,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL IDENTITY,-0.18,0.0,0.03,1,False,1
TECHNOLOGICAL -DIGITAL DISRUPTIONS,-0.18,0.0,0.03,1,False,1
STAKEHOLDER,-0.18,0.0,0.03,1,False,1
HUMANISTIC MANAGEMENT THEORY,-0.18,0.0,0.03,1,False,1
MULTI-SIDED PLATFORMS,-0.18,0.0,0.03,1,False,1
4.0 INDUSTRY,-0.18,0.0,0.03,1,False,1
SCALEUP,-0.18,0.0,0.03,1,False,1
VENTURE CAPITALIST,-0.18,0.0,0.03,1,False,1
DIGITAL PLATFORM CAPABILITIES,-0.18,0.0,0.03,1,False,1
COMPETENCIES,-0.18,0.0,0.03,1,False,1
MOBILE MONEY,-0.18,0.0,0.06,2,False,1
DIGITAL FINANCE,-0.18,0.0,0.03,1,False,1
SERVICE,-0.18,0.0,0.03,1,False,1
BUSINESS ECOSYSTEM,-0.18,0.0,0.03,1,False,1
VILLAGERS,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL MOTIVATION,-0.18,0.0,0.03,1,False,1
SOCIAL MEDIA ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
BLOGGERS,-0.18,0.0,0.06,2,False,1
ENTREPRENEURIAL EXIT,-0.18,0.0,0.03,1,False,1
DIGITAL INNOVATION OUTCOME,-0.18,0.0,0.03,1,False,1
DIGITAL START-UP SURVIVAL,-0.18,0.0,0.03,1,False,1
BIBLIOMETRIC NETWORKS,-0.18,0.0,0.03,1,False,1
NIGERIA DIGITAL START-UPS,-0.18,0.0,0.03,1,False,1
DIGITAL START-UP ECOSYSTEM,-0.18,0.0,0.03,1,False,1
